cantonese_140916_361200-9 ? ? 员 ? ?
cantonese_140916_361200-9 0.08 0.21 发 faat 3
cantonese_140916_361200-9 0.29 0.29 现 jin 6
cantonese_140916_361200-9 0.81 0.22 沿 jyn 4
cantonese_140916_361200-9 1.03 0.03 岸 ng 6
cantonese_140916_361200-9 1.12 0.16 嘅 on 2
cantonese_140916_361200-9 ? ? 垃 ? ?
cantonese_140916_361200-9 ? ? 圾 ? ?
cantonese_140916_361200-9 ? ? 有 ? ?
cantonese_140916_361200-9 ? ? 大 ? ?
cantonese_140916_361200-9 ? ? 约 ? ?
cantonese_140916_361200-9 ? ? 四 ? ?
cantonese_140916_361200-9 ? ? 分 ? ?
cantonese_140916_361200-9 ? ? 之 ? ?
cantonese_140916_361200-9 ? ? 三 ? ?
cantonese_140916_361200-9 ? ? 系 ? ?
cantonese_140916_361200-9 ? ? 塑 ? ?
cantonese_140916_361200-9 1.28 0.10 胶 ge 1
cantonese_140916_361200-9 1.38 0.16 制 laap 3
cantonese_140916_361200-9 ? ? 品 ? ?
cantonese_140916_361200-9 ? ? 呢 ? ?
cantonese_140916_361200-9 ? ? 啲 ? ?
cantonese_140916_361200-9 ? ? 垃 ? ?
cantonese_140916_361200-9 1.54 0.32 圾 saap 3
cantonese_140916_361200-9 1.94 0.17 大 jau 6
cantonese_140916_361200-9 ? ? 部 ? ?
cantonese_140916_361200-9 ? ? 份 ? ?
cantonese_140918_361606-21 0.03 0.09 情 ching 4
cantonese_140918_361606-21 0.12 0.21 报 bo 3
cantonese_140918_361606-21 0.33 0.32 机 gei 1
cantonese_140918_361606-21 0.65 0.33 构 kau 3
cantonese_140918_361606-21 0.98 0.15 呀 aa 3
cantonese_140918_361606-21 1.49 0.46 哩 le 1
cantonese_140918_361606-21 2.04 0.33 噉 gem 2
cantonese_140918_361606-21 2.42 0.27 主 dzy 2
cantonese_140918_361606-21 2.69 0.20 要 jy 3
cantonese_140918_361606-21 2.89 0.18 系 hai 6
cantonese_140918_361606-21 3.07 0.40 针 dzem 1
cantonese_140918_361606-21 3.47 0.15 对 doey 3
cantonese_140918_361606-21 3.62 0.08 呢 le 1
cantonese_140918_361606-21 3.7 0.08 个 go 3
cantonese_140918_361606-21 3.78 0.23 洗 sai 2
cantonese_140918_361606-21 4.01 0.15 黑 haak 1
cantonese_140918_361606-21 4.16 0.25 钱 chin 2
cantonese_140918_361606-21 4.41 0.14 同 tung 4
cantonese_140918_361606-21 4.55 0.14 埋 mai 4
cantonese_141004_365076-12 0.06 0.09 不 bet 1
cantonese_141004_365076-12 0.15 0.29 会 wui 5
cantonese_141004_365076-12 0.44 0.16 直 dzik 6
cantonese_141004_365076-12 0.6 0.21 接 dzip 3
cantonese_141004_365076-12 ? ? 参 ? ?
cantonese_141004_365076-12 0.81 0.33 与 chaam 5
cantonese_141004_365076-12 1.14 0.22 战 jy 3
cantonese_141004_365076-12 1.36 0.25 斗 dzin 3
cantonese_141004_365076-12 ? ? 行 ? ?
cantonese_141004_365076-12 1.61 0.18 动 dau 6
cantonese_141004_365076-12 ? ? 但 ? ?
cantonese_141004_365076-12 ? ? 将 ? ?
cantonese_141004_365076-12 ? ? 会 ? ?
cantonese_141004_365076-12 ? ? 为 ? ?
cantonese_141004_365076-12 ? ? 参 ? ?
cantonese_141004_365076-12 ? ? 与 ? ?
cantonese_141004_365076-12 ? ? 战 ? ?
cantonese_141004_365076-12 ? ? 斗 ? ?
cantonese_141004_365076-12 ? ? 嘅 ? ?
cantonese_141004_365076-12 ? ? 伊 ? ?
cantonese_141004_365076-12 ? ? 拉 ? ?
cantonese_140916_361014-8 0.03 0.03 系 hai 6
cantonese_140916_361014-8 0.06 0.17 咪 mai 4
cantonese_140916_361014-8 0.23 0.38 噉 gem 2
cantonese_140916_361014-8 0.65 0.09 嗰 go 2
cantonese_140916_361014-8 0.74 0.31 个 go 3
cantonese_140916_361014-8 1.05 0.19 油 jau 4
cantonese_140916_361014-8 1.24 0.21 烧 sy 1
cantonese_140916_361014-8 1.45 0.14 到 do 3
cantonese_140916_361014-8 1.59 0.19 好 ho 2
cantonese_140916_361014-8 1.78 0.27 高 go 1
cantonese_140916_361014-8 2.05 0.23 温 wen 1
cantonese_140916_361014-8 2.28 0.13 嘅 ge 2
cantonese_140916_361014-8 2.41 0.20 时 si 4
cantonese_140916_361014-8 2.61 0.20 侯 hau 6
cantonese_140916_361014-8 2.81 0.29 哩 le 1
cantonese_140916_361014-8 3.46 0.12 遮 dze 1
cantonese_140916_361014-8 3.58 0.20 虽 soey 1
cantonese_140916_361014-8 3.78 0.27 然 jin 4
cantonese_140916_361014-8 4.05 0.22 有 jau 5
cantonese_140916_361014-8 4.27 0.39 镬 wok 6
cantonese_140916_361014-8 4.66 0.41 气 hei 3
cantonese_140925_362959-17 0.11 0.10 为 wai 4
cantonese_140925_362959-17 0.21 0.32 残 chaan 1
cantonese_140925_362959-17 0.53 0.20 忍 jen 2
cantonese_140925_362959-17 0.73 0.19 噉 gem 2
cantonese_140925_362959-17 0.92 0.17 法 faat 3
cantonese_140925_362959-17 1.09 0.16 国 gok 3
cantonese_140925_362959-17 1.25 0.21 政 dzing 3
cantonese_140925_362959-17 1.46 0.18 府 fu 2
cantonese_140925_362959-17 1.64 0.37 坚 gin 1
cantonese_140925_362959-17 2.01 0.21 持 chi 4
cantonese_140925_362959-17 2.22 0.28 系 haim 6
cantonese_140925_362959-17 2.5 0.14 会 wui 5
cantonese_140925_362959-17 2.64 0.20 退 toey 3
cantonese_140925_362959-17 2.84 0.20 缩 suk 1
cantonese_140925_362959-17 3.04 0.27 㗎 gaa 2
cantonese_140925_362959-17 3.55 0.19 会 wui 5
cantonese_140925_362959-17 3.74 0.28 继 gai 3
cantonese_140925_362959-17 4.02 0.18 续 dzuk 6
cantonese_140925_362959-17 4.2 0.12 哩 le 1
cantonese_140925_362959-17 4.32 0.16 打 daa 2
cantonese_140925_362959-17 4.48 0.16 击 gik 1
cantonese_140925_362959-17 4.64 0.11 伊 ji 1
cantonese_140925_362959-17 4.75 0.12 斯 si 1
cantonese_140925_362959-17 4.87 0.13 兰 laan 4
cantonese_140925_362959-17 5.0 0.13 国 gwok 3
cantonese_141006_365328-8 0.03 0.09 解 gai 2
cantonese_141006_365328-8 0.12 0.17 决 kyt 3
cantonese_141006_365328-8 0.29 0.06 嘅 ge 2
cantonese_141006_365328-8 0.35 0.15 问 men 6
cantonese_141006_365328-8 0.5 0.18 题 tai 4
cantonese_141006_365328-8 0.9 0.39 众 do 3
cantonese_141006_365328-8 1.75 0.23 多 daan 1
cantonese_141006_365328-8 1.98 0.28 但 dzing 6
cantonese_141006_365328-8 2.26 0.29 正 do 3
cantonese_141006_365328-8 ? ? 道 ? ?
cantonese_141006_365328-8 2.83 0.14 系 hai 6
cantonese_141006_365328-8 2.97 0.25 透 tau 3
cantonese_141006_365328-8 3.22 0.27 过 go 3
cantonese_141006_365328-8 3.52 0.25 理 lei 5
cantonese_141006_365328-8 3.77 0.22 性 sing 3
cantonese_141006_365328-8 3.99 0.20 沟 kau 1
cantonese_141006_365328-8 4.19 0.17 通 tung 1
cantonese_141006_365328-8 4.36 0.70 求 kau 4
cantonese_141006_365328-8 5.06 0.22 同 tung 4
cantonese_141006_365328-8 5.31 0.30 存 chyn 4
cantonese_141006_365328-8 5.61 0.85 异 jim 6
cantonese_141006_365328-8 ? ? 而 ? ?
cantonese_141006_365328-8 6.46 0.12 系 hai 6
cantonese_141005_365170-27 0.03 0.03 死 sei 2
cantonese_141005_365170-27 0.06 0.20 亡 mong 4
cantonese_141005_365170-27 0.26 0.17 率 loet 2
cantonese_141005_365170-27 0.43 0.13 哩 le 1
cantonese_141005_365170-27 0.56 0.18 可 ho 2
cantonese_141005_365170-27 0.74 0.19 能 leng 4
cantonese_141005_365170-27 0.93 0.20 会 wui 5
cantonese_141005_365170-27 1.32 0.19 好 ho 2
cantonese_141005_365170-27 1.51 0.29 低 dai 1
cantonese_141005_365170-27 1.8 0.16 譬 pei 3
cantonese_141005_365170-27 1.96 0.08 如 jy 4
cantonese_141005_365170-27 2.04 0.13 可 ho 2
cantonese_141005_365170-27 2.17 0.16 能 leng 4
cantonese_141005_365170-27 2.33 0.15 会 wui 5
cantonese_141005_365170-27 2.48 0.22 低 dai 1
cantonese_141005_365170-27 2.7 0.20 到 do 3
cantonese_141005_365170-27 3.01 0.16 百 baak 3
cantonese_141005_365170-27 3.17 0.14 分 fen 1
cantonese_141005_365170-27 3.31 0.12 之 dzi 1
cantonese_141005_365170-27 3.43 0.22 十 sep 6
cantonese_141005_365170-27 3.72 0.08 呀 aa 3
cantonese_141005_365170-27 3.8 0.19 噉 gem 2
cantonese_141005_365170-27 3.99 0.18 样 joeng 2
cantonese_141005_365170-27 4.69 0.10 而 ji 4
cantonese_141005_365170-27 4.79 0.19 喺 hai 2
cantonese_141005_365170-27 4.98 0.15 嗰 go 2
cantonese_141005_365170-27 5.13 0.12 啲 di 1
cantonese_141005_365170-27 5.25 0.24 国 gok 3
cantonese_141005_365170-27 5.53 0.22 家 gaa 1
cantonese_141005_365170-27 5.75 0.18 哩 le 1
cantonese_141005_365170-27 5.96 0.14 因 jen 1
cantonese_141005_365170-27 6.1 0.09 为 wai 4
cantonese_141005_365170-27 6.19 0.17 佢 koey 5
cantonese_140928_363564-3 0.05 0.55 一 jet 1
cantonese_140928_363564-3 0.6 0.12 直 dzik 6
cantonese_140928_363564-3 0.72 0.10 哩 le 1
cantonese_140928_363564-3 0.82 0.15 大 dai 6
cantonese_140928_363564-3 0.97 0.10 家 gaa 1
cantonese_140928_363564-3 1.07 0.26 口 hau 2
cantonese_140928_363564-3 1.33 0.23 头 tau 4
cantonese_140928_363564-3 1.56 0.23 上 soeng 5
cantonese_140928_363564-3 1.79 0.10 都 do 1
cantonese_140928_363564-3 1.89 0.11 会 wui 5
cantonese_140928_363564-3 2.0 0.23 讲 gong 2
cantonese_140928_363564-3 2.23 0.14 话 waa 2
cantonese_140928_363564-3 2.37 0.19 北 bek 1
cantonese_140928_363564-3 2.56 0.37 上 soeng 5
cantonese_140928_363564-3 2.93 0.29 广 gong 2
cantonese_140928_363564-3 3.25 0.22 深 sem 1
cantonese_140928_363564-3 3.47 0.56 遮 dze 1
cantonese_140928_363564-3 4.03 0.06 系 hai 6
cantonese_140928_363564-3 4.09 0.09 话 waa 2
cantonese_140928_363564-3 4.18 0.12 北 bek 1
cantonese_140928_363564-3 4.3 0.15 京 ging 1
cantonese_140928_363564-3 4.45 0.23 上 soeng 5
cantonese_140928_363564-3 4.68 0.40 海 hoi 2
cantonese_140928_363564-3 5.15 0.23 广 gong 2
cantonese_140928_363564-24 0.09 0.03 又 jau 6
cantonese_140928_363564-24 0.12 0.07 系 hai 6
cantonese_140928_363564-24 0.19 0.09 一 jet 1
cantonese_140928_363564-24 0.28 0.07 个 go 3
cantonese_140928_363564-24 0.35 0.19 方 fong 1
cantonese_140928_363564-24 0.54 0.19 向 hoeng 3
cantonese_140928_363564-24 0.73 0.23 标 by 1
cantonese_140928_363564-24 0.96 0.15 嚟 lai 4
cantonese_140928_363564-24 1.11 0.11 㗎 gaa 2
cantonese_140928_363564-24 1.22 0.54 噉 gem 2
cantonese_140928_363564-24 1.76 0.16 所 so 2
cantonese_140928_363564-24 1.92 0.24 以 ji 5
cantonese_140928_363564-24 2.16 0.18 大 dai 6
cantonese_140928_363564-24 2.34 0.16 家 gaa 1
cantonese_140928_363564-24 2.5 0.09 而 ji 4
cantonese_140928_363564-24 2.59 0.15 家 gaa 1
cantonese_140928_363564-24 2.74 0.10 哩 le 1
cantonese_140928_363564-24 2.84 0.16 就 dzau 6
cantonese_140928_363564-24 3.0 0.12 好 ho 2
cantonese_140928_363564-24 3.12 0.25 关 gwaan 1
cantonese_140928_363564-24 3.37 0.12 注 dzy 3
