cantonese_140916_361200-5 21444626342563141616536516
cantonese_140916_361200-10 462121462313265662545653266
cantonese_140916_361200-13 626354115362633631651243432
cantonese_140916_361200-14 2163144445111132115331636265
cantonese_140916_361200-16 1254461212562131636653436	
cantonese_140916_361200-22 146331626251131425214451
cantonese_140916_361200-24 32144513325252453163165136
cantonese_140916_361200-30 23535636144362463323136516
cantonese_140916_361202-21 1624651234434154311615362
cantonese_140917_361288-6 633663216451416111231146521465
cantonese_140917_361288-21 4132335325621163114316345
cantonese_140917_361320-11 12324665512163511123415465514
cantonese_140917_361320-28 62352156243154561341145252221
cantonese_140917_361368-5 5131513441411636121256215
cantonese_140918_361554-4 164136346525412211653364313
cantonese_140918_361554-5 52131625544311334564236156
cantonese_140918_361554-11 5643461256165234553231634656646
cantonese_140918_361554-26 336112435211246566261526452
cantonese_140918_361606-1 65135132316431465214153133232
cantonese_140925_362959-9 2516263536612331226156144342
cantonese_140925_363090-6 364244156135441145351262
cantonese_140926_363178-21 44541162263564363256112
cantonese_140926_363198-8 3564654556412232311661263346
cantonese_140926_363198-21 233541414326616613521651
cantonese_140926_363198-22 1416224354433263641552631
cantonese_140926_363222-28 2531132425236434516144316522
cantonese_140926_363228-11 3251342256254631311222634312
cantonese_140926_363298-6 163412432456312322565633
cantonese_140926_363306-6 4214534366215651113346432
cantonese_140927_363424-5 54616116211336436312553323431652
cantonese_140927_363424-7 56362143523116634611256446421553
cantonese_140927_363424-11 116155323225421163114624364144361623
cantonese_140927_363424-17 1162542214334553212425621634121
cantonese_140927_363450-1 643626135363425514113642
cantonese_140927_363450-5 444215614163556266422313
cantonese_140927_363450-6 3366255344362253126114436
cantonese_140927_363450-8 42316113313242366433556625
cantonese_140927_363450-24 126556313235264344113
cantonese_140928_363564-2 53464432612541326211625231432
cantonese_140928_363564-9 2411134516524122131642526313
cantonese_140928_363564-14 111216313241134511252614166253
cantonese_140928_363564-21 415625231213412624252323164465
cantonese_140928_363564-27 644145125641661121566321222363
cantonese_141004_365094-21 2634551252441662634323613522
cantonese_141005_365168-3 1344233241642526161233643561536
cantonese_141005_365168-8 15436313615334631416666152223556
cantonese_141005_365168-19 1545643622331542111445631466
cantonese_141005_365168-26 6233156625146316143122315413
cantonese_141005_365170-5 51521213134134561254526156166264
cantonese_141005_365170-6 663162264661331125643146435656314
cantonese_141005_365172-8 2331612255234412253461646116543226
cantonese_141005_365172-14 644162156141621664134214214656321553
cantonese_141005_365172-15 351634234334615655364662252334221
cantonese_141006_365328-7 1144121366132132566252141635553
cantonese_141007_365526-5 3311632312115242521524461365
cantonese_141007_365526-19 31363163551622421644616516
cantonese_141007_365526-26 61633124514522536354123255466
cantonese_141007_365526-28 5145111612324215653431632
cantonese_141007_365536-7 2122124316435251526323636432
cantonese_141007_365536-13 63663415162611561423646635213615
cantonese_141007_365536-14 521513135414626152334125516161
cantonese_141007_365536-18 5434425561462216136611434121
cantonese_141007_365536-24 6311255662213141413333313155454
cantonese_141007_365536-25 661434322514321466111656253266413
cantonese_141007_365536-29 33512534641316424516222333
cantonese_141007_365536-30 154166651616433663321115161612432
cantonese_141015_367259-14 25142366161515421466632143
cantonese_141015_367259-15 256662351261343423115414
cantonese_141015_367259-21 211114613542536113632144665
cantonese_141015_367259-23 43411561346342544266561312
cantonese_141015_367263-11 255663213644543113662531633
