cantonese_140916_361014-04 56442321436361664361
cantonese_140916_361014-07 1316132421111641216146
cantonese_140916_361014-08 6422341321124611145633
cantonese_140916_361014-09 66123421151233646652232313
cantonese_140916_361014-10 2431156415214123121
cantonese_140916_361014-11 162134342422151466112311246316
cantonese_140916_361014-14 21161661141144411413146
cantonese_140916_361014-26 22246561352424411234312
cantonese_140916_361014-27 25364253231631612164222151
cantonese_140916_361014-29 21532424541322325133
cantonese_140916_361032-01 1112262513332441513162624412
cantonese_140916_361032-03 51126615633266362113636
cantonese_140916_361032-04 312461111166644413612361213
cantonese_140916_361032-05 16463312552313312362214
cantonese_140916_361032-06 31612166416211436111211
cantonese_140916_361032-07 435162146162126615625131631
cantonese_140916_361032-10 41221166322662111431
cantonese_140916_361032-11 6356443362612421611611123
cantonese_140916_361032-12 121511663213112164621163333143
cantonese_140916_361032-13 14231632642562111311136214
cantonese_140916_361032-15 364334431123614146154
cantonese_140916_361032-16 1143451114663231131162233
cantonese_140916_361032-17 114321126656143162244361
cantonese_140916_361032-18 64131456166513244363
cantonese_140916_361032-21 1111466353656453122356
cantonese_140916_361032-22 3244311126366656263224
cantonese_140916_361032-24 216343133156112544233131
cantonese_140916_361032-25 1131565115231221546136666
cantonese_140916_361032-26 523162446433616162123
cantonese_140916_361032-27 43415114141143165632163225564
cantonese_140916_361032-28 43162451211236126626211431
cantonese_140916_361032-29 151112166632633162314124665
cantonese_140916_361200-01 21122132563124333663
cantonese_140916_361200-02 3314221553126126521322215661
cantonese_140916_361200-03 111346635212432511113234
cantonese_140916_361200-04 6116111214444141325626
cantonese_140916_361200-05 21444626342563141616536516
cantonese_140916_361200-06 6634626161534131324364
cantonese_140916_361200-07 4364224631216255264144463
cantonese_140916_361200-08 1242635363131565263313143
cantonese_140916_361200-09 436462635633111631321163666
cantonese_140916_361200-10 462121462312265662545652266
cantonese_140916_361200-11 346134422631632665214111331
cantonese_140916_361200-12 62265141155216316366154646
cantonese_140916_361200-13 626354115362633631651243432
cantonese_140916_361200-14 2163144445111122115331636265
cantonese_140916_361200-15 321612664313221
cantonese_140916_361200-16 1254461212562131636652436
cantonese_140916_361200-17 4664113116513213611363
cantonese_140916_361200-18 14361231642225623135131261
cantonese_140916_361200-19 24662114113231621315551
cantonese_140916_361200-20 3316511211415222144233454
cantonese_140916_361200-21 133116411145666463122626313
cantonese_140916_361200-22 146231626251121425214451
cantonese_140916_361200-23 611212666256162461121313
cantonese_140916_361200-24 32144513225252453163165136
cantonese_140916_361200-25 34315166321613514443665
cantonese_140916_361200-26 361361316222526664214531614
cantonese_140916_361200-27 433232536266361463222623264
cantonese_140916_361200-28 5444425252221152452223513
cantonese_140916_361200-29 2656434321116324444116614222
cantonese_140916_361200-30 23535636144362463223136516
cantonese_140916_361202-01 4614112214245331213
cantonese_140916_361202-02 2161411465613261414
cantonese_140916_361202-03 416231151342661616156
cantonese_140916_361202-04 613313311663145615
cantonese_140916_361202-05 122453455323253211333
cantonese_140916_361202-06 3132461631233161154
cantonese_140916_361202-07 432231434463615214412643
cantonese_140916_361202-08 2311613226532143
cantonese_140916_361202-09 166323612233114443321
cantonese_140916_361202-10 1221413431153642316
cantonese_140916_361202-11 21131641322134412
cantonese_140916_361202-12 62461331411651116
cantonese_140916_361202-13 13613116142452621415
cantonese_140916_361202-14 54414261414111631
cantonese_140916_361202-15 2623115165131316111
cantonese_140916_361202-16 1136543511311142431223
cantonese_140916_361202-17 621516213341366631
cantonese_140916_361202-18 1634245344614424324253
cantonese_140916_361202-19 22214643315161356631
cantonese_140916_361202-20 4626621416111336344411
cantonese_140916_361202-21 1624651234424154311615362
cantonese_140916_361202-22 2133462255324331333651
cantonese_140916_361202-23 1114231152424611466
cantonese_140916_361202-24 534314414313563316414
cantonese_140916_361202-25 111116133331153426
cantonese_140916_361202-26 6612331353611332654432
cantonese_140916_361202-28 2212466251316412115422416
cantonese_140916_361202-30 1516545613334531662513661
cantonese_140917_361288-02 35151145623632466521111434416
cantonese_140917_361288-03 3246166624314621323621443
cantonese_140917_361288-04 11256641413236616314211135
cantonese_140917_361288-05 43364312146364463213111
cantonese_140917_361288-06 632663216451416111231146521465
cantonese_140917_361288-07 636621516411255311452121326
cantonese_140917_361288-08 46211222221241436161666263
cantonese_140917_361288-09 66613361616626411121342556111
cantonese_140917_361288-10 641246656513632662315121123
cantonese_140917_361288-11 556141166154614322356361613
cantonese_140917_361288-12 3124616361212232321165
cantonese_140917_361288-15 4663356266315664544246151
cantonese_140917_361288-16 36146436421121436234414
cantonese_140917_361288-18 1541221465656354621216321
cantonese_140917_361288-19 16642464213342611611632134
cantonese_140917_361288-21 4132235325621163114316345
cantonese_140917_361288-24 1411631613213312632613212
cantonese_140917_361288-25 44421365363432222562111163
cantonese_140917_361288-26 15661346261243413332362311
cantonese_140917_361288-28 6131512361266143421411111
cantonese_140917_361288-29 166431346211162632256561633
cantonese_140917_361288-30 2144434241661224131412211646
cantonese_140917_361320-02 1523221256161232246121
cantonese_140917_361320-04 51615111653611611324361133624
cantonese_140917_361320-06 1142622324254315325513123
cantonese_140917_361320-10 4426611451261121225263162611
cantonese_140917_361320-11 12324665512163511122415465514
cantonese_140917_361320-15 413212163211334662125616
cantonese_140917_361320-16 661615315135223221321456
cantonese_140917_361320-17 3332112561656412533115143
cantonese_140917_361320-18 5166621151351161152531352
cantonese_140917_361320-19 142416336121411431241341
cantonese_140917_361320-20 132256141666341111642533
cantonese_140917_361320-21 4162311236116654256641664131
cantonese_140917_361320-22 1236152351111316111133351
cantonese_140917_361320-23 21561613166321322241163511
cantonese_140917_361320-24 214446443126612162652626
