cantonese_140916_361032-18 0.28 0.44 系 haim 6
cantonese_140916_361032-18 0.72 0.20 足 dzuk 1
cantonese_140916_361032-18 0.92 0.18 够 gau 3
cantonese_140916_361032-18 1.1 0.29 咖 gaa 1
cantonese_140916_361032-18 1.7 0.29 而 ji 4
cantonese_140916_361032-18 1.99 0.18 佢 koey 5
cantonese_140916_361032-18 2.17 0.11 地 dei 6
cantonese_140916_361032-18 2.28 0.15 哩 le 1
cantonese_140916_361032-18 2.43 0.21 系 hai 6
cantonese_140916_361032-18 2.64 0.35 未 mei 6
cantonese_140916_361032-18 2.99 0.24 有 jau 5
cantonese_140916_361032-18 3.23 0.34 足 dzuk 1
cantonese_140916_361032-18 3.57 0.27 够 gau 3
cantonese_140916_361032-18 3.84 0.14 嘅 ge 2
cantonese_140916_361032-18 3.98 0.20 前 chin 4
cantonese_140916_361032-18 4.18 0.15 期 kei 4
cantonese_140916_361032-18 4.33 0.15 计 gai 3
cantonese_140916_361032-18 4.48 0.23 划 waak 6
cantonese_140926_363198-28 0.04 0.17 后 hau 6
cantonese_140926_363198-28 0.21 0.17 佢 koey 5
cantonese_140926_363198-28 0.79 0.47 地 dei 6
cantonese_140926_363198-28 1.26 0.21 内 loi 6
cantonese_140926_363198-28 1.47 0.15 部 bo 6
cantonese_140926_363198-28 1.62 0.10 嘅 ge 2
cantonese_140926_363198-28 1.72 0.22 党 dong 2
cantonese_140926_363198-28 1.94 0.17 籍 dzik 6
cantonese_140926_363198-28 2.11 0.18 会 wui 5
cantonese_140926_363198-28 2.29 0.13 议 ji 5
cantonese_140926_363198-28 2.42 0.18 之 dzi 1
cantonese_140926_363198-28 2.6 0.22 上 soeng 5
cantonese_140926_363198-28 2.82 0.09 哩 le 1
cantonese_140926_363198-28 2.91 0.22 最 dzoey 3
cantonese_140926_363198-28 3.13 0.21 终 dzung 1
cantonese_140926_363198-28 3.34 0.10 呀 aa 3
cantonese_140926_363198-28 3.91 0.28 都 do 1
cantonese_140926_363198-28 4.4 0.83 未 mei 6
cantonese_140926_363198-28 5.23 0.21 被 pei 6
cantonese_140926_363198-28 5.44 0.22 选 syn 2
cantonese_141004_365094-9 0.21 0.25 限 haan 6
cantonese_141004_365094-9 0.46 0.19 制 dzai 3
cantonese_141004_365094-9 0.65 0.31 每 mui 5
cantonese_141004_365094-9 0.96 0.24 日 jet 6
cantonese_141004_365094-9 1.34 0.30 每 mui 5
cantonese_141004_365094-9 1.64 0.42 人 jen 4
cantonese_141004_365094-9 2.06 0.19 呀 aa 3
cantonese_141004_365094-9 2.31 0.31 可 ho 2
cantonese_141004_365094-9 2.62 0.16 以 ji 5
cantonese_141004_365094-9 2.78 0.21 用 jyng 6
cantonese_141004_365094-9 2.99 0.25 嘅 ge 2
cantonese_141004_365094-9 3.24 0.35 水 soey 2
cantonese_141004_365094-9 3.59 0.17 嘅 ge 2
cantonese_141004_365094-9 3.79 0.28 份 fen 6
cantonese_141004_365094-9 4.07 0.21 量 loeng 6
cantonese_141004_365094-9 4.28 0.19 啦 laa 1
cantonese_141004_365094-9 4.5 0.23 超 chy 1
cantonese_141004_365094-9 4.73 0.13 出 choet 1
cantonese_141004_365094-9 4.86 0.10 过 go 3
cantonese_141004_365094-9 4.96 0.22 部 bo 6
cantonese_141004_365094-9 5.18 0.20 分 fen 1
cantonese_140927_363424-4 0.17 0.08 做 dzo 6
cantonese_140927_363424-4 0.25 0.20 哩 le 1
cantonese_140927_363424-4 0.45 0.17 噉 gem 2
cantonese_140927_363424-4 0.62 0.08 第 dai 6
cantonese_140927_363424-4 0.7 0.09 一 jet 1
cantonese_140927_363424-4 0.79 0.09 样 joeng 2
cantonese_140927_363424-4 0.88 0.07 野 je 5
cantonese_140927_363424-4 0.95 0.07 哩 le 1
cantonese_140927_363424-4 1.02 0.09 就 dzau 6
cantonese_140927_363424-4 1.11 0.06 系 hai 6
cantonese_140927_363424-4 1.17 0.10 希 hei 1
cantonese_140927_363424-4 1.27 0.16 望 mong 6
cantonese_140927_363424-4 1.43 0.27 减 gaam 2
